,中文题名,作者,学位授予单位,数据库,学位授予年度,被引,下载,操作,下载地址
258,“三区三州”小学数学教师教学策略的现状研究,孟庆丹,中央民族大学,硕士,2021年,,26,下载,https://kns.cnki.net//kns8/download?filename=kSzgHRxIVRKZGRYpVam1WUw42L1NGdnNFZP5kM3JEVlJFcwV0K2IjczQmYKFzUwtGUJJmSCZ3bFtkQ=0TQTxUQkdWbpRzQXN1cuhzS5QTYXVzQwgUTsV1biNTe4YFM3plcNZEN1ADb3oEZRVlNUJ0TZpkc2U&tablename=CMFDTEMP
259,高中数学教材数学建模内容设置的比较分析,路晓敏,中央民族大学,硕士,2021年,,43,下载,https://kns.cnki.net//kns8/download?filename=kSzgHRxIVRKZGRYpVam1WUw42L1NGdnNFZP5kM3JEVlJFcwV0K2IjczQmYKFzUwtGUJJmSCZ3bFtkQ=0zZUZ3TMhmcmJjQXN1cuhzS5QTYXVzQwgUTsV1biNTe4YFM3plcNZEN1ADb3oEZRVlNUJ0TZpkc2U&tablename=CMFDTEMP
260,八年级学生数学语言表达能力现状分析,王菁,中央民族大学,硕士,2021年,,24,下载,https://kns.cnki.net//kns8/download?filename=kSzgHRxIVRKZGRYpVam1WUw42L1NGdnNFZP5kM3JEVlJFcwV0K2IjczQmYKFzUwtGUJJmSCZ3bFtkQ=0zZ4Fnez9WUFRzQXN1cuhzS5QTYXVzQwgUTsV1biNTe4YFM3plcNZEN1ADb3oEZRVlNUJ0TZpkc2U&tablename=CMFDTEMP
261,融入民族文化的小学数学教学案例的开发现状研究,王琼,中央民族大学,硕士,2021年,,41,下载,https://kns.cnki.net//kns8/download?filename=kSzgHRxIVRKZGRYpVam1WUw42L1NGdnNFZP5kM3JEVlJFcwV0K2IjczQmYKFzUwtGUJJmSCZ3bFtkQ=0DOIdVbOp1YtRzQXN1cuhzS5QTYXVzQwgUTsV1biNTe4YFM3plcNZEN1ADb3oEZRVlNUJ0TZpkc2U&tablename=CMFDTEMP
262,中国和新加坡初中数学教科书“方程与不等式”内容中例习题设置的比较研究,李瑶,中央民族大学,硕士,2021年,,20,下载,https://kns.cnki.net//kns8/download?filename=kSzgHRxIVRKZGRYpVam1WUw42L1NGdnNFZP5kM3JEVlJFcwV0K2IjczQmYKFzUwtGUJJmSCZ3bFtkQ=0zdyN1N31GV0JjQXN1cuhzS5QTYXVzQwgUTsV1biNTe4YFM3plcNZEN1ADb3oEZRVlNUJ0TZpkc2U&tablename=CMFDTEMP
263,高考数学平面解析几何试题结构与内容的演变,刘思佳,中央民族大学,硕士,2021年,,38,下载,https://kns.cnki.net//kns8/download?filename=kSzgHRxIVRKZGRYpVam1WUw42L1NGdnNFZP5kM3JEVlJFcwV0K2IjczQmYKFzUwtGUJJmSCZ3bFtkQ=0zarFHSvUUQLRzQXN1cuhzS5QTYXVzQwgUTsV1biNTe4YFM3plcNZEN1ADb3oEZRVlNUJ0TZpkc2U&tablename=CMFDTEMP
264,农村初中生对数学基本思想理解与应用的现状及教学研究,陈红静,中央民族大学,硕士,2021年,,10,下载,https://kns.cnki.net//kns8/download?filename=kSzgHRxIVRKZGRYpVam1WUw42L1NGdnNFZP5kM3JEVlJFcwV0K2IjczQmYKFzUwtGUJJmSCZ3bFtkQ=0DM0ZVcwVmUFRzQXN1cuhzS5QTYXVzQwgUTsV1biNTe4YFM3plcNZEN1ADb3oEZRVlNUJ0TZpkc2U&tablename=CMFDTEMP
265,八年级学生数学运算能力现状及培养策略研究,周春丽,四川师范大学,硕士,2021年,,,下载,https://kns.cnki.net//kns8/download?filename=kSzgHRxIVRKZGRYpVam1WUw42L1NGdnNFZP5kM3JEVlJFcwV0K2IjczQmYKFzUwtGUJJmSCZ3bFtkQ=0TV1lFc5BzUHpXS5xkT3R3S5QTYXVzQwgUTsV1biNTe4YFM3plcNZEN1ADb3oEZRVlNUJ0TZpkc2U&tablename=CMFDTEMPDAY
266,初中概率统计教学中高阶思维能力的培养研究,汪卓,合肥师范学院,硕士,2021年,,48,下载,https://kns.cnki.net//kns8/download?filename=2UkSzgHRxIVRKZGRYpVam1WUw42L1NGdnNFZP5kM3JEVlJFcwV0K2IjczQmYKFzUwtGUJJmSCZ3bFtkQsVTNKplezYWZmZGbrNmUwdleK1ERIRTRVFGRFRzUSVmZw8CW4dTT2hVONZEN1ADb3oEZRVlNUJ0TZpkc&tablename=CMFD202102
267,初中数学学困生元认知训练的个案研究,朱钊,上海师范大学,硕士,2021年,,99,下载,https://kns.cnki.net//kns8/download?filename=2UkSzgHRxIVRKZGRYpVam1WUw42L1NGdnNFZP5kM3JEVlJFcwV0K2IjczQmYKFzUwtGUJJmSCZ3bFtkQDB3K69SazIHO4UneH5kWxY0TwkkWI5WYKljaVpEVSVmZw8CW4dTT2hVONZEN1ADb3oEZRVlNUJ0TZpkc&tablename=CMFD202102
268,坝上地区小学低年级学生运算能力现状的调查研究,张志敏,河北师范大学,硕士,2021年,,53,下载,https://kns.cnki.net//kns8/download?filename=2UkSzgHRxIVRKZGRYpVam1WUw42L1NGdnNFZP5kM3JEVlJFcwV0K2IjczQmYKFzUwtGUJJmSCZ3bFtkQKN3NaNlWxZ3VCBjZ3MzSYRWSJ1ERIRTRVFGRFRzUSVmZw8CW4dTT2hVONZEN1ADb3oEZRVlNUJ0TZpkc&tablename=CMFD202102
269,基于小学数学思想方法层次性分析的教学研究,陈默华,上海师范大学,硕士,2021年,,79,下载,https://kns.cnki.net//kns8/download?filename=2UkSzgHRxIVRKZGRYpVam1WUw42L1NGdnNFZP5kM3JEVlJFcwV0K2IjczQmYKFzUwtGUJJmSCZ3bFtkQjhFRyUmSzknRshWOT1kYws0TwkkWI5WYKljaVpEVSVmZw8CW4dTT2hVONZEN1ADb3oEZRVlNUJ0TZpkc&tablename=CMFD202102
270,模型思想融入初中数学的教学研究,王璐,伊犁师范大学,硕士,2021年,,38,下载,https://kns.cnki.net//kns8/download?filename=kSzgHRxIVRKZGRYpVam1WUw42L1NGdnNFZP5kM3JEVlJFcwV0K2IjczQmYKFzUwtGUJJmSCZ3bFtkQ=0zZ4YjNhljRVJjM1QETN9kR5QTYXVzQwgUTsV1biNTe4YFM3plcNZEN1ADb3oEZRVlNUJ0TZpkc2U&tablename=CMFDTEMP
271,基于核心素养下中学数学教师专业教学能力发展研究,谢梦琴,伊犁师范大学,硕士,2021年,,51,下载,https://kns.cnki.net//kns8/download?filename=kSzgHRxIVRKZGRYpVam1WUw42L1NGdnNFZP5kM3JEVlJFcwV0K2IjczQmYKFzUwtGUJJmSCZ3bFtkQ=0zauhlS0JHSVJjM1QETN9kR5QTYXVzQwgUTsV1biNTe4YFM3plcNZEN1ADb3oEZRVlNUJ0TZpkc2U&tablename=CMFDTEMP
272,数学建模思想在高中数学概率与统计教学中的应用研究,骆秀芳,伊犁师范大学,硕士,2021年,,51,下载,https://kns.cnki.net//kns8/download?filename=kSzgHRxIVRKZGRYpVam1WUw42L1NGdnNFZP5kM3JEVlJFcwV0K2IjczQmYKFzUwtGUJJmSCZ3bFtkQ=0zYzZ0MtNjNYJjM1QETN9kR5QTYXVzQwgUTsV1biNTe4YFM3plcNZEN1ADb3oEZRVlNUJ0TZpkc2U&tablename=CMFDTEMP
273,核心素养背景下的高中数学导学案教学研究,任春柳,伊犁师范大学,硕士,2021年,,32,下载,https://kns.cnki.net//kns8/download?filename=kSzgHRxIVRKZGRYpVam1WUw42L1NGdnNFZP5kM3JEVlJFcwV0K2IjczQmYKFzUwtGUJJmSCZ3bFtkQ=0zcJRTck92YWNjM1QETN9kR5QTYXVzQwgUTsV1biNTe4YFM3plcNZEN1ADb3oEZRVlNUJ0TZpkc2U&tablename=CMFDTEMP
274,人教版初中数学教科书使用情况的研究,吴海梅,伊犁师范大学,硕士,2021年,,12,下载,https://kns.cnki.net//kns8/download?filename=kSzgHRxIVRKZGRYpVam1WUw42L1NGdnNFZP5kM3JEVlJFcwV0K2IjczQmYKFzUwtGUJJmSCZ3bFtkQ=0DNmh2aHR0UUNjM1QETN9kR5QTYXVzQwgUTsV1biNTe4YFM3plcNZEN1ADb3oEZRVlNUJ0TZpkc2U&tablename=CMFDTEMP
275,数学文化在高中数学教学中的渗透研究,张馨文,伊犁师范大学,硕士,2021年,,52,下载,https://kns.cnki.net//kns8/download?filename=kSzgHRxIVRKZGRYpVam1WUw42L1NGdnNFZP5kM3JEVlJFcwV0K2IjczQmYKFzUwtGUJJmSCZ3bFtkQ=0DMwJ0UCJmUUNjM1QETN9kR5QTYXVzQwgUTsV1biNTe4YFM3plcNZEN1ADb3oEZRVlNUJ0TZpkc2U&tablename=CMFDTEMP
276,初高中三角函数衔接的调查研究与案例分析,杨婷婷,伊犁师范大学,硕士,2021年,,23,下载,https://kns.cnki.net//kns8/download?filename=kSzgHRxIVRKZGRYpVam1WUw42L1NGdnNFZP5kM3JEVlJFcwV0K2IjczQmYKFzUwtGUJJmSCZ3bFtkQ=0zcPFzaF5mRVJjM1QETN9kR5QTYXVzQwgUTsV1biNTe4YFM3plcNZEN1ADb3oEZRVlNUJ0TZpkc2U&tablename=CMFDTEMP
277,论数学逻辑推理在中学数学问题中的渗透,李琪,伊犁师范大学,硕士,2021年,,,下载,https://kns.cnki.net//kns8/download?filename=kSzgHRxIVRKZGRYpVam1WUw42L1NGdnNFZP5kM3JEVlJFcwV0K2IjczQmYKFzUwtGUJJmSCZ3bFtkQ=0zZ6J3a1E3QUNjM1QETN9kR5QTYXVzQwgUTsV1biNTe4YFM3plcNZEN1ADb3oEZRVlNUJ0TZpkc2U&tablename=CMFDTEMP
278,数形结合在高中数学中的应用,王晓晶,伊犁师范大学,硕士,2021年,,,下载,https://kns.cnki.net//kns8/download?filename=kSzgHRxIVRKZGRYpVam1WUw42L1NGdnNFZP5kM3JEVlJFcwV0K2IjczQmYKFzUwtGUJJmSCZ3bFtkQ=0DOzpVRkRURVJjM1QETN9kR5QTYXVzQwgUTsV1biNTe4YFM3plcNZEN1ADb3oEZRVlNUJ0TZpkc2U&tablename=CMFDTEMP
279,现代教育技术在初中数学教学中的应用,鲁帅帅,伊犁师范大学,硕士,2021年,,,下载,https://kns.cnki.net//kns8/download?filename=kSzgHRxIVRKZGRYpVam1WUw42L1NGdnNFZP5kM3JEVlJFcwV0K2IjczQmYKFzUwtGUJJmSCZ3bFtkQ=0DMwljUvw0NYJjM1QETN9kR5QTYXVzQwgUTsV1biNTe4YFM3plcNZEN1ADb3oEZRVlNUJ0TZpkc2U&tablename=CMFDTEMP
280,基于PBL的混合教学模式在初中数学教学中的实践探索,胡鑫鑫,喀什大学,硕士,2021年,,265,下载,https://kns.cnki.net//kns8/download?filename=RVlNUJ0TZpkc2UkSzgHRxIVRKZGRYpVam1WUw42L1NGdnNFZP5kM3JEVlJFcwV0K2IjczQmYKFzUwtGUJJmSCZ3bFtkQ==gYxUmNQhzRjZjQF5UR3BDd0ljW0NVVsxmcntEZZR3KmtkVOF0TZlVNpVlMmpEVSVmZw8CW4dTT2hVONZEN1ADb3oEZ&tablename=CMFD202102
281,基于CPFS结构理论的“解三角形”教学设计研究,黄珂,喀什大学,硕士,2021年,,114,下载,https://kns.cnki.net//kns8/download?filename=2UkSzgHRxIVRKZGRYpVam1WUw42L1NGdnNFZP5kM3JEVlJFcwV0K2IjczQmYKFzUwtGUJJmSCZ3bFtkQQpVZrIGdKhlSmVkNEl0MBx0TwkkWI5WYKljaVpEVSVmZw8CW4dTT2hVONZEN1ADb3oEZRVlNUJ0TZpkc&tablename=CMFD202102
282,基于深度学习的初中数学解题深度教学研究,邱吉,喀什大学,硕士,2021年,,323,下载,https://kns.cnki.net//kns8/download?filename=2UkSzgHRxIVRKZGRYpVam1WUw42L1NGdnNFZP5kM3JEVlJFcwV0K2IjczQmYKFzUwtGUJJmSCZ3bFtkQwJXSkJ0cMZDVmVkNEl0MBx0TwkkWI5WYKljaVpEVSVmZw8CW4dTT2hVONZEN1ADb3oEZRVlNUJ0TZpkc&tablename=CMFD202102
283,高中函数概念“双线教学法”初探,王楠,喀什大学,硕士,2021年,,79,下载,https://kns.cnki.net//kns8/download?filename=2UkSzgHRxIVRKZGRYpVam1WUw42L1NGdnNFZP5kM3JEVlJFcwV0K2IjczQmYKFzUwtGUJJmSCZ3bFtkQU9iWwpFUQdVYUVkNEl0MBx0TwkkWI5WYKljaVpEVSVmZw8CW4dTT2hVONZEN1ADb3oEZRVlNUJ0TZpkc&tablename=CMFD202102
284,基于几何画板发展学生数学核心素养的实践探究,夏苏徽,喀什大学,硕士,2021年,,142,下载,https://kns.cnki.net//kns8/download?filename=2UkSzgHRxIVRKZGRYpVam1WUw42L1NGdnNFZP5kM3JEVlJFcwV0K2IjczQmYKFzUwtGUJJmSCZ3bFtkQqtWdmxGRYNEVTVkNEl0MBx0TwkkWI5WYKljaVpEVSVmZw8CW4dTT2hVONZEN1ADb3oEZRVlNUJ0TZpkc&tablename=CMFD202102
285,数学文化视角下的高中数学教学设计研究,张旭英,喀什大学,硕士,2021年,,220,下载,https://kns.cnki.net//kns8/download?filename=2UkSzgHRxIVRKZGRYpVam1WUw42L1NGdnNFZP5kM3JEVlJFcwV0K2IjczQmYKFzUwtGUJJmSCZ3bFtkQRp1b5QWdUp2MTVkNEl0MBx0TwkkWI5WYKljaVpEVSVmZw8CW4dTT2hVONZEN1ADb3oEZRVlNUJ0TZpkc&tablename=CMFD202102
286,初一学生数学问题提出能力的现状研究,冯雨欣,上海师范大学,硕士,2021年,,95,下载,https://kns.cnki.net//kns8/download?filename=2UkSzgHRxIVRKZGRYpVam1WUw42L1NGdnNFZP5kM3JEVlJFcwV0K2IjczQmYKFzUwtGUJJmSCZ3bFtkQIFXW5kkURlUdW92dH5kWxY0TwkkWI5WYKljaVpEVSVmZw8CW4dTT2hVONZEN1ADb3oEZRVlNUJ0TZpkc&tablename=CMFD202102
287,初中数学研究性学习活动设计的实践研究,顾鑫婕,上海师范大学,硕士,2021年,,91,下载,https://kns.cnki.net//kns8/download?filename=2UkSzgHRxIVRKZGRYpVam1WUw42L1NGdnNFZP5kM3JEVlJFcwV0K2IjczQmYKFzUwtGUJJmSCZ3bFtkQFJGWldWWxQkMV92dH5kWxY0TwkkWI5WYKljaVpEVSVmZw8CW4dTT2hVONZEN1ADb3oEZRVlNUJ0TZpkc&tablename=CMFD202102
288,基于SOLO分类理论的数学理解水平研究,郝小飞,上海师范大学,硕士,2021年,,160,下载,https://kns.cnki.net//kns8/download?filename=2UkSzgHRxIVRKZGRYpVam1WUw42L1NGdnNFZP5kM3JEVlJFcwV0K2IjczQmYKFzUwtGUJJmSCZ3bFtkQDp3TWZXUrYFSU92dH5kWxY0TwkkWI5WYKljaVpEVSVmZw8CW4dTT2hVONZEN1ADb3oEZRVlNUJ0TZpkc&tablename=CMFD202102
289,基于初中数学运算学困调查的教学设计,周犇犇,上海师范大学,硕士,2021年,,86,下载,https://kns.cnki.net//kns8/download?filename=2UkSzgHRxIVRKZGRYpVam1WUw42L1NGdnNFZP5kM3JEVlJFcwV0K2IjczQmYKFzUwtGUJJmSCZ3bFtkQyNHRyIHR4BzM29ieH5kWxY0TwkkWI5WYKljaVpEVSVmZw8CW4dTT2hVONZEN1ADb3oEZRVlNUJ0TZpkc&tablename=CMFD202102
290,培养数学抽象能力的初一数学概念教学设计研究,周国情,上海师范大学,硕士,2021年,,115,下载,https://kns.cnki.net//kns8/download?filename=2UkSzgHRxIVRKZGRYpVam1WUw42L1NGdnNFZP5kM3JEVlJFcwV0K2IjczQmYKFzUwtGUJJmSCZ3bFtkQT1GRDJ0TzcVT18ieH5kWxY0TwkkWI5WYKljaVpEVSVmZw8CW4dTT2hVONZEN1ADb3oEZRVlNUJ0TZpkc&tablename=CMFD202102
291,基于信息技术手段辅助高中数学课堂教学研究,宋婷婷,哈尔滨师范大学,硕士,2021年,,104,下载,https://kns.cnki.net//kns8/download?filename=yc3ahhVVKJzMQJnNkJVMldmR0wURHFjdJtSaDNnauxGRRBDcyFVUwJXQB90aMhzQn1Wc2YzRTVlRGZkYN10Qh9kYZZXR==gdFNHblRkROlUMqZ0U3VVSsV3UDdnZ0VVTy8WSMZWZ4MXWEFlRWR1SrUDS5MHSxhmaJljV3YmQ4cUd5AHVm1mRk5WU&tablename=CMFD202102
292,混合式教学对高中数学学习能力的影响探究,武肖飞,洛阳师范学院,硕士,2021年,,80,下载,https://kns.cnki.net//kns8/download?filename=yc3ahhVVKJzMQJnNkJVMldmR0wURHFjdJtSaDNnauxGRRBDcyFVUwJXQB90aMhzQn1Wc2YzRTVlRGZkYN10Qh9kYZZXR==QZ1U2KOFjMN50L1oWUvUTSrgnUDdnZ0VVTy8WSMZWZ4MXWEFlRWR1SrUDS5MHSxhmaJljV3YmQ4cUd5AHVm1mRk5WU&tablename=CMFD202102
293,GeoGebra辅助线性规划教学的研究,陈月明,洛阳师范学院,硕士,2021年,,38,下载,https://kns.cnki.net//kns8/download?filename=yc3ahhVVKJzMQJnNkJVMldmR0wURHFjdJtSaDNnauxGRRBDcyFVUwJXQB90aMhzQn1Wc2YzRTVlRGZkYN10Qh9kYZZXR==QSzNjeVR1MpVFeIpWUvUTSrgnUDdnZ0VVTy8WSMZWZ4MXWEFlRWR1SrUDS5MHSxhmaJljV3YmQ4cUd5AHVm1mRk5WU&tablename=CMFD202102
294,基于APOS理论下的初中阶段函数教与学的研究,马贺,哈尔滨师范大学,硕士,2021年,,44,下载,https://kns.cnki.net//kns8/download?filename=QJnNkJVMldmR0wURHFjdJtSaDNnauxGRRBDcyFVUwJXQB90aMhzQn1Wc2YzRTVlRGZkYN10Qh9kYZZXRCpGNx9CerpkMDlWMWhmMtREZ3c0ZhFkerBTN0MHSxhmaJljV3YmQ4cUd5AHVm1mRk5WUyc3ahhVVKJzM&tablename=CMFD202102
295,基于核心素养的高中生排列组合学习障碍及对策研究,吴桐,哈尔滨师范大学,硕士,2021年,,25,下载,https://kns.cnki.net//kns8/download?filename=QJnNkJVMldmR0wURHFjdJtSaDNnauxGRRBDcyFVUwJXQB90aMhzQn1Wc2YzRTVlRGZkYN10Qh9kYZZXRGR0LVtGOP9WOPlWMWhmMtREZ3c0ZhFkerBTN0MHSxhmaJljV3YmQ4cUd5AHVm1mRk5WUyc3ahhVVKJzM&tablename=CMFD202102
296,直观想象核心素养视角下高中函数教学策略研究,段海宇,哈尔滨师范大学,硕士,2021年,,67,下载,https://kns.cnki.net//kns8/download?filename=QJnNkJVMldmR0wURHFjdJtSaDNnauxGRRBDcyFVUwJXQB90aMhzQn1Wc2YzRTVlRGZkYN10Qh9kYZZXRIBjW2J0c0QDWPlWMWhmMtREZ3c0ZhFkerBTN0MHSxhmaJljV3YmQ4cUd5AHVm1mRk5WUyc3ahhVVKJzM&tablename=CMFD202102
297,初中生数学审题能力现状的调查研究与决策,刘佳昕,哈尔滨师范大学,硕士,2021年,,60,下载,https://kns.cnki.net//kns8/download?filename=QJnNkJVMldmR0wURHFjdJtSaDNnauxGRRBDcyFVUwJXQB90aMhzQn1Wc2YzRTVlRGZkYN10Qh9kYZZXRUVDMOZ3SQd3cPlWMWhmMtREZ3c0ZhFkerBTN0MHSxhmaJljV3YmQ4cUd5AHVm1mRk5WUyc3ahhVVKJzM&tablename=CMFD202102
298,高中数学教材中的数学史与课堂教学融合的研究,王涵,哈尔滨师范大学,硕士,2021年,,68,下载,https://kns.cnki.net//kns8/download?filename=QJnNkJVMldmR0wURHFjdJtSaDNnauxGRRBDcyFVUwJXQB90aMhzQn1Wc2YzRTVlRGZkYN10Qh9kYZZXRaZVQ2kjQtF3VKlWMWhmMtREZ3c0ZhFkerBTN0MHSxhmaJljV3YmQ4cUd5AHVm1mRk5WUyc3ahhVVKJzM&tablename=CMFD202102
299,数学文化在高中数学教学中的应用现状与案例研究,邹立新,哈尔滨师范大学,硕士,2021年,,80,下载,https://kns.cnki.net//kns8/download?filename=QJnNkJVMldmR0wURHFjdJtSaDNnauxGRRBDcyFVUwJXQB90aMhzQn1Wc2YzRTVlRGZkYN10Qh9kYZZXR5lDZRFnROplQKlWMWhmMtREZ3c0ZhFkerBTN0MHSxhmaJljV3YmQ4cUd5AHVm1mRk5WUyc3ahhVVKJzM&tablename=CMFD202102
300,基于PME理论的初中几何图形教学研究,吕婷婷,洛阳师范学院,硕士,2021年,,31,下载,https://kns.cnki.net//kns8/download?filename=QJnNkJVMldmR0wURHFjdJtSaDNnauxGRRBDcyFVUwJXQB90aMhzQn1Wc2YzRTVlRGZkYN10Qh9kYZZXRsdmVyE1cvp1MN5mS1dTMyckQ0c0ZhFkerBTN0MHSxhmaJljV3YmQ4cUd5AHVm1mRk5WUyc3ahhVVKJzM&tablename=CMFD202102

301,二项式定理在高中数学的教学与创新思维的培养,张苏杭,洛阳师范学院,硕士,2021年,,40,下载,https://kns.cnki.net//kns8/download?filename=LpnSJJ2ShZUcMhWUhZka5YnaCh0YEJEdGhTUORmMNVFdG10SOpVO4cXZQd0Y5xWexQXMyhXdCdGSChVSCx0bDFTZzRVQxUVZzFkWxU2M4ZWVrIHakdzcwJlSQdUZvI0MBRkcL1ka4RGU1o0bmhVNXZGbQlEbkR0T&tablename=CMFD202102
302,数学模型思想融入初中数学的实践研究,李玲洁,洛阳师范学院,硕士,2021年,,102,下载,https://kns.cnki.net//kns8/download?filename=LpnSJJ2ShZUcMhWUhZka5YnaCh0YEJEdGhTUORmMNVFdG10SOpVO4cXZQd0Y5xWexQXMyhXdCdGSChVSyEmdCF0c3cDNwUVZzFkWxU2M4ZWVrIHakdzcwJlSQdUZvI0MBRkcL1ka4RGU1o0bmhVNXZGbQlEbkR0T&tablename=CMFD202102
303,高中数学课程思政的探索与实践,谷瑞英,洛阳师范学院,硕士,2021年,,383,下载,https://kns.cnki.net//kns8/download?filename=LpnSJJ2ShZUcMhWUhZka5YnaCh0YEJEdGhTUORmMNVFdG10SOpVO4cXZQd0Y5xWexQXMyhXdCdGSChVSCpmQr82TGdTMGRnWzFkWxU2M4ZWVrIHakdzcwJlSQdUZvI0MBRkcL1ka4RGU1o0bmhVNXZGbQlEbkR0T&tablename=CMFD202102
304,多元智能理论在转化高中数学学困生中的应用研究,李海娜,辽宁师范大学,硕士,2021年,,49,下载,https://kns.cnki.net//kns8/download?filename=LpnSJJ2ShZUcMhWUhZka5YnaCh0YEJEdGhTUORmMNVFdG10SOpVO4cXZQd0Y5xWexQXMyhXdCdGSChVSwpkMalXTx8mMZVzZNZ2KlF2M4ZWVrIHakdzcwJlSQdUZvI0MBRkcL1ka4RGU1o0bmhVNXZGbQlEbkR0T&tablename=CMFD202102
305,“人教版”小学数学教科书中插图设置变迁研究（1951-2013）,张婧,内蒙古师范大学,硕士,2021年,,45,下载,https://kns.cnki.net//kns8/download?filename=LpnSJJ2ShZUcMhWUhZka5YnaCh0YEJEdGhTUORmMNVFdG10SOpVO4cXZQd0Y5xWexQXMyhXdCdGSChVS3kTcXNVa2FnaqFTeRVjZxU2M4ZWVrIHakdzcwJlSQdUZvI0MBRkcL1ka4RGU1o0bmhVNXZGbQlEbkR0T&tablename=CMFD202102
306,希沃白板在初中数学教学中的应用研究,杨晓林,沈阳师范大学,硕士,2021年,,80,下载,https://kns.cnki.net//kns8/download?filename=XZGbQlEbkR0TLpnSJJ2ShZUcMhWUhZka5YnaCh0YEJEdGhTUORmMNVFdG10SOpVO4cXZQd0Y5xWexQXMyhXdCdGSChVS==AaKRnTKZ1LOt2LRFzdQpmNkV2KLNVRrE2QXlHUOlWZRhmdsRTOwdnUiN1aGZlSQdUZvI0MBRkcL1ka4RGU1o0bmhVN&tablename=CMFD202102
307,交互式电子白板支持下初中数学几何教学实践研究,赵玉婷,合肥师范学院,硕士,2021年,,26,下载,https://kns.cnki.net//kns8/download?filename=XZGbQlEbkR0TLpnSJJ2ShZUcMhWUhZka5YnaCh0YEJEdGhTUORmMNVFdG10SOpVO4cXZQd0Y5xWexQXMyhXdCdGSChVS==wdOF2QRZXOYtieidjShlFNmV2KLNVRrE2QXlHUOlWZRhmdsRTOwdnUiN1aGZlSQdUZvI0MBRkcL1ka4RGU1o0bmhVN&tablename=CMFD202102
308,高中生数学建模素养培养策略的实证研究,靳晓婷,沈阳师范大学,硕士,2021年,,38,下载,https://kns.cnki.net//kns8/download?filename=LpnSJJ2ShZUcMhWUhZka5YnaCh0YEJEdGhTUORmMNVFdG10SOpVO4cXZQd0Y5xWexQXMyhXdCdGSChVS4Z0MP1Gb3kmZIxGcWd1KMp0M5AHdvo2Ynd3LQZlSQdUZvI0MBRkcL1ka4RGU1o0bmhVNXZGbQlEbkR0T&tablename=CMFD202102
309,高中数学教学设计中“学情分析”的研究,马乔,沈阳师范大学,硕士,2021年,,41,下载,https://kns.cnki.net//kns8/download?filename=LpnSJJ2ShZUcMhWUhZka5YnaCh0YEJEdGhTUORmMNVFdG10SOpVO4cXZQd0Y5xWexQXMyhXdCdGSChVSvdHU0g3Rr8iMCl1bWd1KMp0M5AHdvo2Ynd3LQZlSQdUZvI0MBRkcL1ka4RGU1o0bmhVNXZGbQlEbkR0T&tablename=CMFD202102
310,基于APOS理论的初中生方程学习现状调查研究,曾馨影,沈阳师范大学,硕士,2021年,,32,下载,https://kns.cnki.net//kns8/download?filename=LpnSJJ2ShZUcMhWUhZka5YnaCh0YEJEdGhTUORmMNVFdG10SOpVO4cXZQd0Y5xWexQXMyhXdCdGSChVS6dGeqR2YrZVaCl1bWd1KMp0M5AHdvo2Ynd3LQZlSQdUZvI0MBRkcL1ka4RGU1o0bmhVNXZGbQlEbkR0T&tablename=CMFD202102
311,八年级学生数学运算能力现状调查研究,王雪,沈阳师范大学,硕士,2021年,,34,下载,https://kns.cnki.net//kns8/download?filename=LpnSJJ2ShZUcMhWUhZka5YnaCh0YEJEdGhTUORmMNVFdG10SOpVO4cXZQd0Y5xWexQXMyhXdCdGSChVSrdnbHx0VwglRCl1bWd1KMp0M5AHdvo2Ynd3LQZlSQdUZvI0MBRkcL1ka4RGU1o0bmhVNXZGbQlEbkR0T&tablename=CMFD202102
312,初中生数学建模能力调查研究,于欢,沈阳师范大学,硕士,2021年,,50,下载,https://kns.cnki.net//kns8/download?filename=LpnSJJ2ShZUcMhWUhZka5YnaCh0YEJEdGhTUORmMNVFdG10SOpVO4cXZQd0Y5xWexQXMyhXdCdGSChVSUtWZFR3ZRpXSBl1bWd1KMp0M5AHdvo2Ynd3LQZlSQdUZvI0MBRkcL1ka4RGU1o0bmhVNXZGbQlEbkR0T&tablename=CMFD202102
313,高中生数学自主学习现状调查研究,郑金鑫,沈阳师范大学,硕士,2021年,,52,下载,https://kns.cnki.net//kns8/download?filename=LpnSJJ2ShZUcMhWUhZka5YnaCh0YEJEdGhTUORmMNVFdG10SOpVO4cXZQd0Y5xWexQXMyhXdCdGSChVSjtWUxsmbZtSMNl1bWd1KMp0M5AHdvo2Ynd3LQZlSQdUZvI0MBRkcL1ka4RGU1o0bmhVNXZGbQlEbkR0T&tablename=CMFD202102
314,初中数学教学中数学史素材的选取与呈现研究,李婉侨,沈阳师范大学,硕士,2021年,,33,下载,https://kns.cnki.net//kns8/download?filename=LpnSJJ2ShZUcMhWUhZka5YnaCh0YEJEdGhTUORmMNVFdG10SOpVO4cXZQd0Y5xWexQXMyhXdCdGSChVSZxEa0BTb4l3UNl1bWd1KMp0M5AHdvo2Ynd3LQZlSQdUZvI0MBRkcL1ka4RGU1o0bmhVNXZGbQlEbkR0T&tablename=CMFD202102
